Location,Source,Problem,Type,Entrypoint,Validated
https://gist.github.com/Park-Developer/bb34a112baf4eb3297506c00cc7d0c05,"def bubble_sort(a)-> None:
    '''버블 정렬'''
    n=len(a)
    for i in range(n-1):
        for j in range(n-1,i,-1):
            if a[j-1]>a[j]:
                a[j-1],a[j] = a[j],a[j-1]
    return(a)",1,1,bubble_sort,1
https://gist.github.com/gerep/2d144baa198df56e4a01f69baab3099a,"def bubble_sort(nums):
    n = len(nums)
    swap = True # required to start the while loop
    
    while swap:
        swap = False # always defaults to False
        for i in range(1, n):
            if nums[i-1] > nums[i]:
                nums[i-1], nums[i] = nums[i], nums[i-1]
                swap = True

    return nums",1,1,bubble_sort,1
https://gist.github.com/XOneto9/0cb278f6bf380c0718fc203272f0b6b1,"def checkList(listed):

    for x in range(0, len(listed)-1):
        if listed[x] > listed[x+1]:
            listed[x], listed[x+1] = listed[x+1], listed[x]
            return checkList(listed)

        print(listed)
    return(listed)",1,1,checkList,1
https://gist.github.com/mcc-us/f406732c5aee7c3ecda987bd122a5eb2,"def bubbleSort(new_list):
    for l in range(len(new_list)): # range=0,6
        for m in range(0, len(new_list) - l - 1):
            if new_list[m] > new_list[m + 1]:   
                new_list[m],new_list[m+1] = new_list[m+1],new_list[m]
    return(new_list)",1,1,bubbleSort,1
https://gist.github.com/lttzzlll/c1a7dcc6cc2edc15850682aaacaf3343,"def bubble_sort(ints):
    n = len(ints)
    for j in range(0, n - 1):
        flag = False
        for i in range(0, n - 1 - j):
            if ints[i] > ints[i + 1]:
                flag = True
                ints[i], ints[i + 1] = ints[i + 1], ints[i]
        if not flag:
            break
    return(ints)",1,1,bubble_sort,1
https://gist.github.com/codewitgabi/9b4cd7cb9394de5c9d1fb94bfdaf1bfc,"def bubble(arr):

      for i in range(len(arr)-1, 0, -1):

            for j in range(i):

                  if arr[j+1] < arr[j]:

                        arr[j+1], arr[j] = arr[j], arr[j+1]

      print(arr)
      return(arr)",1,1,bubble,1
https://gist.github.com/marcoscastro/58266f0686a0f39d5790,"def ordenar_lista(lista):
	# obtém o tamanho da lista
	len_lista = len(lista)
	# loop mais externo começando de (len_lista - 1) até 1 com decremento -1
	for i in range(len_lista - 1, 0, -1):
		# for mais interno que vai de 0 até (i - 1)
		for j in range(i):
			# a função lower() converte todos os caracteres de uma string para minúsculo
			# isso serve para ignorar o case-sensitive
			# o ""if"" testa se a string acessada pelo índice (j + 1)
			# precede a string acessada pelo índice ""j""
			if(lista[j] > lista[j + 1]):
				# faz a troca dos elementos
				aux = lista[j]
				lista[j] = lista[j + 1]
				lista[j + 1] = aux
      
	return(lista)",1,1,ordenar_lista,1
https://gist.github.com/stevedya/d266aac292706dd334ebea29c52e7c9e,"def sort(nums):
    for i in range(len(nums) - 1, 0, -1):
        for j in range(i):
            if nums[j] > nums[j + 1]:
                temp = nums[j]
                nums[j] = nums[j + 1]
                nums[j + 1] = temp
    return(nums)",1,1,sort,1
https://gist.github.com/0de554kw/bfacdaef73a7edf549b90fb61b6b859b,"def bubbleS(arr):
    count_swap = 0
    for num in range(len(arr)-1, 0, -1):
        for i in range(num):
            if arr[i]> arr[i+1]:
                arr[i], arr[i+1] = arr[i+1], arr[i]
                count_swap += 1
    return arr",1,1,bubbleS,1
https://gist.github.com/Rancho2002/fb03d8cdc88192be016a193c63e25dc9,"def bubble_sort(arr):
    n = len(arr)

    for i in range(n):
        swapped = False  # Initialize a flag to track whether any swaps were made in this pass

        for j in range(0, n-i-1):
            if arr[j] > arr[j+1]:
                arr[j], arr[j+1] = arr[j+1], arr[j]
                swapped = True  # A swap was made, so set the flag to True

        # If no swaps were made in this pass, the list is already sorted
        if not swapped:
            break

    return(arr)",1,1,bubble_sort,1
https://gist.github.com/osmarvalero100/7a1425213ec92bc58acaf28d70c508c4,"def bubble_sort(arr):
    n = len(arr)
    
    # Iteraciones
    for i in range(1, n):
        # Comparaciones
        for j in range(0, n - 1):
            if arr[j] > arr[j + 1]:
                temp = arr[j]
                arr[j] = arr[j + 1]
                arr[j + 1] = temp
                
    return arr",1,1,bubble_sort,1
https://gist.github.com/edwintrumpet/e21359f4c87f1c2d891dc187f9989d7e,"def sort(my_list):
    size = len(my_list)
    
    for i in range(size - 1):
        change = False
        for j in range(size - i - 1):
            if my_list[j] > my_list[j + 1]:
                my_list[j], my_list[j + 1] = my_list[j + 1], my_list[j]
                change = True
                
        if change is False:
            break
            
    return my_list",1,1,sort,1
https://gist.github.com/Ovicron/8a0e1aab067754232e456b148f21d05e,"def sort(lst):
    for i in range(len(lst)):
        min_index = i
        for j in range(i+1, len(lst)):
            if lst[min_index] > lst[j]:
                min_index = j
        lst[i], lst[min_index] = lst[min_index], lst[i]
    return lst",1,1,sort,1
https://gist.github.com/mikleg/af154be29576b47517edf4901e67d0a0,"def bubble_sort(lst):
    # TODO your code here
    is_sorted = False
    iterations=0
    new_lst=[]
    for elt in lst:
        new_lst.append(elt)
    while is_sorted==False:
        nswaps = 0 ## Number of swaps made
        for i in range (len(new_lst)-1):
            if new_lst[i]>new_lst[i+1]:
                a=new_lst[i]
                new_lst[i]=new_lst[i+1]
                new_lst[i+1]=a
                nswaps+=1
                iterations+=1
        if nswaps==0:
            is_sorted=True
    print(iterations)        
    return(new_lst)",1,1,bubble_sort,1
https://gist.github.com/aghilissen/bafcfb2a3a3fe7f4ea68dc15c08b625f,"def bubblesort(thelist):
    for iteration in range(len(thelist) - 1, 0, -1):
        for indice in range(iteration):
            if thelist[indice] > thelist[indice + 1]:
                thelist[indice], thelist[indice + 1] = thelist[indice + 1], thelist[indice]
    return thelist",1,1,bubblesort,1
https://gist.github.com/whiletrace/b189c6519099389d5e94127bff914cc2,"def bubble_sort(arr):
    # sets a variable to the value of True boolean
    swap_hapened = True
    
    # While loop runs as long as variable is true
    while swap_hapened:
        # prints each result variation of the loop 
        print('bubble_sort status: ' + str(arr))
        # Boolean value acts as terminal for while loop 
        swap_hapened = False
        # for loop runs for each index of the loop except for last
        for i in range(len(arr)-1):
            # if index of array is larger than the next index 
            if arr[i] > arr[i+1]:
                # variable is set to true and while loop will run again this will occur till list is sorted 
                swap_hapened= True
                # index values are dynamical swapped with in the list
                arr[i], arr[i+1] = arr[i+1], arr[i]
    return(arr)",1,1,bubble_sort,1
https://gist.github.com/joaoarruda-dev/ef83bd1e65ff25c46a31d265de416ef6,"def merge(e, d):
    r = []
    i, j = 0, 0
    while i < len(e) and j < len(d):
        if e[i] <= d[j]:
            r.append(e[i])
            i += 1
        else:
            r.append(d[j])
            j += 1
    r += e[i:]
    r += d[j:]
    return r

def mergesort(v):
    if len(v) <= 1:
        return v
    else:
        m = len(v) // 2
        e = mergesort(v[:m])
        d = mergesort(v[m:])
        return merge(e, d)",1,2,mergesort,1
https://gist.github.com/zblenlighten/d15aa3926f82f3acf09d0ceca0f823a2,"def seq_mergesort(arr):
    if len(arr) > 1:
        mid = len(arr) // 2
        L, R = arr[:mid], arr[mid:]

        seq_mergesort(L)
        seq_mergesort(R)

        i = j = k = 0
        while i < len(L) and j < len(R):
            if L[i] < R[j]:
                arr[k] = L[i]
                i += 1
            else:
                arr[k] = R[j]
                j += 1
            k += 1

        # Checking if any element was left
        while i < len(L):
            arr[k] = L[i]
            i += 1
            k += 1

        while j < len(R):
            arr[k] = R[j]
            j += 1
            k += 1
    return(arr)",1,2,seq_mergesort,1
https://gist.github.com/sandeep-allu/1bc61c53bf2c6d0faf02513a7ed69ae5,"def merge(l,r):
    result = []
    i = 0
    j = 0
    LL=len(l)
    RL=len(r)
    print(""left "",l)
    print(""right"",r)
    while (i<LL or j<RL):

        if(l[i]<r[j]):
            result.append(l[i])
            i+=1
        else:
            result.append(r[j])
            j+=1
        if i == len(l) or j == len(r):
            result.extend(l[i:] or r[j:])
            break
    print(""merge results"", result)
    return (result)

def mergesort(arr):
    if len(arr)==1:
        return arr
    middle=len(arr)//2
    l=mergesort(arr[:middle])
    r=mergesort(arr[middle:])
    return merge(l,r)",1,2,mergesort,1
https://gist.github.com/joaofeitoza13/4f5952825829422b94d0727b8d4a125f,"def mergeSort(array):
	if len(array) > 1:
		half = len(array) // 2
		lArray = array[:half]
		rArray = array[half:]

		mergeSort(lArray)
		mergeSort(rArray)

		lMark, rMark, position = 0, 0, 0

		while lMark < len(lArray) and rMark < len(rArray):
			if lArray[lMark] < rArray[rMark]:
				array[position] = lArray[lMark]
				lMark += 1
			else:
				array[position] = rArray[rMark]
				rMark += 1
			position += 1

		while lMark < len(lArray):
			array[position] = lArray[lMark]
			lMark += 1
			position += 1
		while rMark < len(rArray):
			array[position] = rArray[rMark]
			rMark += 1
			position += 1
	return(array)",1,2,mergeSort,1
https://gist.github.com/phaelito/63444de13a32bed0445f218edbc2a138,"def merge(esq, dir):
    lista = []
    while esq or dir:
        if len(esq) and len(dir):
            if esq[0]<dir[0]:
                lista.append(esq.pop(0))
            else:
                lista.append(dir.pop(0))
        if not len(esq):
            if len(dir): lista.append(dir.pop(0))
        if not len(dir):
            if len(esq): lista.append(esq.pop(0))
    return lista


def mergeSort(lista):
    if len(lista)<2: return lista
    meio = len(lista)//2
    return merge(mergeSort(lista[:meio]), mergeSort(lista[meio:]))",1,2,mergeSort,1
https://gist.github.com/daviaugusto222/82f96f293901d9c168f2760c628e2c7c,"def mergeSort(alist):

    if len(alist) > 1:
        mid = len(alist) // 2
        lefthalf = alist[:mid]
        righthalf = alist[mid:]

        mergeSort(lefthalf)
        mergeSort(righthalf)

        i = 0
        j = 0
        k = 0
        while i < len(lefthalf) and j < len(righthalf):
            if lefthalf[i] < righthalf[j]:
                alist[k] = lefthalf[i]
                i = i + 1
            else:
                alist[k] = righthalf[j]
                j = j + 1
            k = k + 1

        while i < len(lefthalf):
            alist[k] = lefthalf[i]
            i = i + 1
            k = k + 1

        while j < len(righthalf):
            alist[k] = righthalf[j]
            j = j + 1
            k = k + 1
    return  alist",1,2,mergeSort,1
https://gist.github.com/rashadahmed163/cf7aa0970547ff8416953b4734881b31,"def mergeSort(A):
    #print(""Splitting "",alist)
    if len(A)>1:
        mid = len(A)//2
        lefthalf = A[:mid]
        righthalf = A[mid:]

        mergeSort(lefthalf)
        mergeSort(righthalf)
        merge(A,lefthalf,mid,righthalf)
    return(A)

def merge(A,lefthalf,mid,righthalf):
        i=0
        j=0
        k=0
        while i < len(lefthalf) and j < len(righthalf):
            if lefthalf[i] < righthalf[j]:
                A[k]=lefthalf[i]
                i=i+1
            else:
                A[k]=righthalf[j]
                j=j+1
            k=k+1

        while i < len(lefthalf):
            A[k]=lefthalf[i]
            i=i+1
            k=k+1

        while j < len(righthalf):
            A[k]=righthalf[j]
            j=j+1
            k=k+1
    #print(""Merging "",alist)",1,2,mergeSort,1
https://gist.github.com/abhinavjonnada82/df28650332bcdd5b814c1d503386ff90,"def mergeSort(arr):
    if len(arr) > 1:
        mid = len(arr) // 2 # Finding the mid of the array
        L = arr[:mid] # Dividing the array elements
        R = arr[mid:] # into 2 halves
        print(L)
        mergeSort(L) # Sorting the first half
        # print(mergeSort(L))
        mergeSort(R) # Sorting the second half
        
        i = j = k = 0
        
        # copy data to temp arrays l[] and R[]
        while i < len(L) and j < len(R):
            if L[i] < R[j]:
                arr[k] = L[i]
                i += 1
            else:
                arr[k] = R[j]
                j += 1
            k += 1
        # Checking if any element was left
        
        while i < len(L):
            arr[k] = L[i]
            i += 1
            k += 1
        
        while j < len(R):
            arr[k] = R[j]
            j += 1
            k += 1
    return(arr)",1,2,mergeSort,1
https://gist.github.com/Parkkeo1/9f2b7446df9e817c84f6af6b0765619c,"def merge(list1, list2):
    merged_list = []
    i = 0
    j = 0

    while i < len(list1) and j < len(list2):
        if list1[i] <= list2[j]:
            merged_list.append(list1[i])
            i += 1
        else:
            merged_list.append(list2[j])
            j += 1

    if i == len(list1):
        merged_list.extend(list2[j:])
    else:
        merged_list.extend(list1[i:])

    return merged_list


print(merge([], [2, 4, 6]))
print(merge([1, 2, 3], []))
print(merge([5, 7], [2, 4, 6]))


def mergesort(list3):
    if len(list3) < 2:
        return list3

    middle = int(len(list3) / 2)
    left = mergesort(list3[:middle])
    right = mergesort(list3[middle:])

    return merge(left, right)",1,2,mergesort,1
https://gist.github.com/tiggreen/2d1652706744d673448d,"# mergeSort 
def mergeSort ( lst ):
	if not lst:
		return lst
	elif (len(lst) == 1):
		return lst
	else:
		(half1, half2) = split (lst)
		return merge (mergeSort(half1), mergeSort(half2))

def split (L):
	evens = []
	odds = []
	isEven = True
	for e in L:
		if isEven:
			evens.append (e)
		else:
			odds.append (e)
		isEven = not isEven
	return ( evens , odds )

def merge (sorted1, sorted2):
	result = []
	index1 = 0
	index2 = 0
	while index1 < len ( sorted1 ) and index2 < len ( sorted2 ):
		if ( sorted1[index1] <= sorted2[index2]):
			result.append (sorted1[index1])
			index1 = index1 + 1
		else:
			result.append (sorted2[index2])
			index2 = index2 + 1
			
	if index1 < len ( sorted1 ):
		result.extend ( sorted1 [index1:] )
	elif index2 < len ( sorted2 ):
		result.extend ( sorted2 [index2:] )
		
	return result",1,2,mergeSort,1
https://gist.github.com/dannyroa/4661097,"def mergeSort(toSort):
    if len(toSort) <= 1:
    	return toSort

    mIndex = len(toSort) // 2
    left = mergeSort(toSort[:mIndex])
    right = mergeSort(toSort[mIndex:])

    result = []
    while len(left) > 0 and len(right) > 0:
        if left[0] > right[0]:	
            result.append(right.pop(0))
        else:
            result.append(left.pop(0))

    if len(left) > 0:
        result.extend(mergeSort(left))
    else:
        result.extend(mergeSort(right))
    
    return result",1,2,mergeSort,1
https://gist.github.com/Suu543/9aee8ca26186a460c8ac231068500b2f,"def mergeSort(L):
    if (len(L) < 2):
        return L
    
    result = []
    mid = int(len(L) / 2)
    left = mergeSort(L[:mid])
    right = mergeSort(L[mid:])

    i = 0
    j = 0

    while i < len(left) and j < len(right):
        if left[i] > right[j]:
            result.append(right[j])
            j += 1
        else:
            result.append(left[i])
            i += 1
    
    result += left[i:]
    result += right[j:]

    return result",1,2,mergeSort,1
https://gist.github.com/lucasmaia123/46397159b96dc5a0803dd88e580dfa64,"def mergesort(lista):
    if len(lista)>1:
        mid = len(lista)//2
        lefthalf = lista[:mid]
        righthalf = lista[mid:]

        mergesort(lefthalf)
        mergesort(righthalf)

        i=0
        j=0
        k=0
        while i < len(lefthalf) and j < len(righthalf):
            if lefthalf[i] < righthalf[j]:
                lista[k]=lefthalf[i]
                i=i+1
            else:
                lista[k]=righthalf[j]
                j=j+1
            k=k+1

        while i < len(lefthalf):
            lista[k]=lefthalf[i]
            i=i+1
            k=k+1

        while j < len(righthalf):
            lista[k]=righthalf[j]
            j=j+1
            k=k+1
    return(lista)",1,2,mergesort,1
https://gist.github.com/mjota/8004161,"def mergeSort(aOrd):
    if len(aOrd) <= 1:
        return aOrd
    
    mIndex = len(aOrd) // 2
    izq = mergeSort(aOrd[:mIndex])
    der = mergeSort(aOrd[mIndex:])
    
    result = []
    
    while len(izq) > 0 and len(der) > 0:
        if izq[0] > der[0]:
            result.append(der.pop(0))
        else:
            result.append(izq.pop(0))
    
    if len(izq) > 0:
        result.extend(mergeSort(izq))
    else:
        result.extend(mergeSort(der))
    
    return result",1,2,mergeSort,1
https://gist.github.com/vluk4/1745b9eda89f37595ae59067d4df56ca,"def merge(left, right):
    i, j = 0, 0
    result = []

    while i < len(left) and j < len(right):

        if left[i] <= right[j]:
            result.append(left[i])
            i += 1
        else:
            result.append(right[j])
            j += 1

    result += left[i:]
    result += right[j:]

    return result


def mergeSort(array):
    if len(array) < 2:
        return array
    mid = len(array) // 2
    left = array[:mid]
    right = array[mid:]
    return merge(mergeSort(left), mergeSort(right))",1,2,mergeSort,1
https://gist.github.com/sgammon/3948303,"def merge(left, right, asc=True):

	''' Merge two lists at the end of mergesort. '''

	result = []
	while len(left) > 0 or len(right) > 0:
		if len(left) > 0 and len(right) > 0:
			if left[0] < right[0]:
				result.append(left[0])
				left = left[1:]
			else:
				result.append(right[0])
				right = right[1:]
		elif len(right) > 0:
			result.append(right[0])
			right = right[1:]
		elif len(left) > 0:
			result.append(left[0])
			left = left[1:]
	return result

	
def mergesort(data):

	''' Sort the target items via mergesort. '''

	if isinstance(data, (list, set, dict)) and len(data) > 1:
		return merge(mergesort(data[0:(len(data) // 2)]), mergesort(data[(len(data) // 2):len(data)]))
	return data",1,2,mergesort,1
https://gist.github.com/dalecr/aea89a143c2c154c73af61d5e95842ce,"def merge(a_list, b_list):
	''' merges two lists in sorted order
	Inputs:
			a_list ----------- the list that comes first in order
			b_list ----------- the list that comes second in order
	Outputs:
			merged_list ------ a sorted and combined version of the inputs 
	'''

	merged_list = [] # a list of sorted and combined data from the inputs

	# find the list with the lower first item, then move that item to merged_list
	while len(a_list) > 0 and len(b_list) > 0:
		if a_list[0] > b_list[0]:
			merged_list.append(b_list[0])
			b_list = b_list[1:]
		else:
			merged_list.append(a_list[0])
			a_list = a_list[1:]

	# one of the two lists is empty, so concatinate the other onto merged_list
	if len(a_list) > 0:
		merged_list += a_list
	elif len(b_list) > 0:
		merged_list += b_list

	return merged_list


def mergeSort(data):
	''' recursively splits a list into sublists, merges using the merge() 
		function, then returns the merged data
	Inputs:
			data ------ a list of (probably) unsorted data
	Outputs:
			an untitled sorted list 
	'''

	# the data is already sorted if it's 1 item or fewer
	if len(data) <= 1:
		return data

	list_a = [] # first half of data
	list_b = [] # second half of data
	for i in range(len(data)):
		if i < len(data)/2: 
			list_a.append(data[i])
		else:
			list_b.append(data[i])

	# recursive call: splits each list into sublists again
	list_a = mergeSort(list_a)
	list_b = mergeSort(list_b)
	
	# merges lists and sorts list items
	return merge(list_a,list_b)",1,2,mergeSort,1
https://gist.github.com/Raka19-maker/ec6359f247ce02fc0b30c24d01a9cc0b,"def mergeSort(array):
    if len(array) > 1:
 
         
        mid = len(array)//2
 
        
        L = array[:mid]
 
        
        R = array[mid:]
 
        
        mergeSort(L)
 
        
        mergeSort(R)
 
        i = j = k = 0
 
        
        while i < len(L) and j < len(R):
            if L[i] < R[j]:
                array[k] = L[i]
                i += 1
            else:
                array[k] = R[j]
                j += 1
            k += 1
 
        
        while i < len(L):
            array[k] = L[i]
            i += 1
            k += 1
 
        while j < len(R):
            array[k] = R[j]
            j += 1
            k += 1
    return(array)",1,2,mergeSort,1
https://gist.github.com/gcarrillo/305252d67de696e03117,"def merge(A, B):
    result = []
    i = 0
    j = 0

    while i < len(A) and j < len(B):
        if A[i] <= B[j]:
            result.append(A[i])
            i += 1
        else:
            result.append(B[j])
            j += 1

    # One of the lists will be completely processed before the other is.
    if j < len(B):
        # copy remainder of B
        result = result + B[j:]
    elif i < len(A):
        # copy remainder of A
        result = result + A[i:]

    return result

def mergesort(l):
    if len(l) == 1:
        return l

    mark = len(l) // 2
    sorted_a = mergesort(l[0:mark])
    sorted_b = mergesort(l[mark:])

    result = merge(sorted_a, sorted_b)

    return result",1,2,mergesort,1
https://gist.github.com/nichochar/e7680b301bc1acf71de4,"def merge(lista, listb):
    pa = 0
    pb = 0
    result = []
    while True:
        if lista[pa] <= listb[pb]:
            result.append(lista[pa])
            pa += 1
            if pa >= len(lista):
                result += listb[pb:]
                break
        else:
            result.append(listb[pb])
            pb += 1
            if pb >= len(listb):
                result += lista[pa:]
                break

    return result


def mergesort(_list):
    '''Takes _list and returns a sorted version of it, using mergesort'''
    if len(_list) <= 1:
        return _list

    middle = int(len(_list) / 2)
    left = _list[:middle]
    right = _list[middle:]
    return merge(mergesort(left), mergesort(right))",1,2,mergesort,1
https://gist.github.com/geekboots-team/a1b65759855aae7aa229ac48a323df59,"def mergeSort(data):
    
    if len(data) > 1:
        # Devided the array in two part
        mid = len(data)//2
        leftHalf = data[:mid]
        rightHalf = data[mid:]
        
        # Recursively call the same function
        mergeSort(leftHalf)
        mergeSort(rightHalf)

        i=0
        j=0
        k=0
        
        while i < len(leftHalf) and j < len(rightHalf):
            if leftHalf[i] < rightHalf[j]:
                data[k] = leftHalf[i]
                i=i+1
            else:
                data[k] = rightHalf[j]
                j=j+1
            k=k+1

        while i < len(leftHalf):
            data[k] = leftHalf[i]
            i=i+1
            k=k+1

        while j < len(rightHalf):
            data[k] = rightHalf[j]
            j=j+1
            k=k+1
    return(data)",1,2,mergeSort,1
